call_id,call_status,call_time,campaign_type,client_id,client_response,duration_sec,follow_up_required,region_code
call_20260501_001624_069692,answered,,credit_card_offer,client_032184,opted_out,22,True,RU-SPE
call_20260501_001702_057724,busy,,loan_offer,client_006879,opted_out,380,True,RU-KR
call_20260501_001728_067046,busy,,loan_offer,client_012224,interested,326,True,DE-BE
call_20260501_001733_029754,busy,,credit_card_offer,client_036278,interested,457,True,DE-BY
call_20260501_001936_030288,answered,,deposit_offer,client_048126,callback_requested,271,True,RU-SPE
call_20260501_002008_073768,no_answer,,insurance_offer,client_003374,not_interested,274,True,RU-MOW
call_20260501_002049_066703,busy,,deposit_offer,client_025891,opted_out,31,True,DE-NW
call_20260501_002103_085791,failed,,credit_card_offer,client_049623,interested,238,True,DE-NW
call_20260501_002156_079592,no_answer,,deposit_offer,client_041146,not_interested,585,True,DE-NW
call_20260501_002256_086324,no_answer,,deposit_offer,client_017945,opted_out,467,True,DE-BW
call_20260501_002313_089127,answered,,loan_offer,client_025240,not_interested,255,False,DE-HE
call_20260501_002342_057522,busy,,insurance_offer,client_027459,interested,589,True,RU-KR
call_20260501_002422_083819,no_answer,,deposit_offer,client_024587,callback_requested,199,False,RU-NGR
call_20260501_002503_083169,busy,,deposit_offer,client_000997,interested,365,False,RU-MOW
call_20260501_002539_046537,failed,,credit_card_offer,client_011256,opted_out,342,False,DE-BW
call_20260501_002550_044337,failed,,insurance_offer,client_024690,not_interested,38,False,DE-BY
call_20260501_002552_069835,no_answer,,loan_offer,client_013119,callback_requested,265,True,RU-MOW
call_20260501_002555_073670,failed,,credit_card_offer,client_008599,callback_requested,567,True,DE-NW
call_20260501_002658_051983,busy,,insurance_offer,client_018508,opted_out,323,True,RU-SPE
call_20260501_002712_027983,no_answer,,loan_offer,client_026614,opted_out,40,False,DE-HE
call_20260501_002749_022569,answered,,insurance_offer,client_005668,interested,148,False,DE-BE
call_20260501_002818_010372,busy,,insurance_offer,client_044752,callback_requested,433,True,RU-NGR
call_20260501_002822_047944,busy,,loan_offer,client_008137,interested,214,False,RU-NGR
call_20260501_003000_039600,no_answer,,credit_card_offer,client_021421,opted_out,172,True,DE-HE
call_20260501_003013_082378,failed,,insurance_offer,client_037227,not_interested,321,False,RU-MOW
call_20260501_003039_058246,busy,,credit_card_offer,client_016181,not_interested,430,True,DE-HE
call_20260501_003045_007956,answered,,loan_offer,client_030033,opted_out,350,True,DE-BE
call_20260501_003114_006303,answered,,deposit_offer,client_028396,interested,570,True,RU-TA
call_20260501_003116_080810,busy,,insurance_offer,client_035497,opted_out,268,True,RU-NGR
call_20260501_003153_090399,no_answer,,loan_offer,client_006820,opted_out,507,False,RU-SPE
call_20260501_003216_037176,failed,,insurance_offer,client_016373,callback_requested,435,False,DE-HE
call_20260501_003233_019915,answered,,deposit_offer,client_031085,interested,318,True,DE-HE
call_20260501_003322_093871,busy,,credit_card_offer,client_033125,not_interested,454,False,RU-TA
call_20260501_003331_068371,busy,,insurance_offer,client_028360,callback_requested,363,True,DE-BY
call_20260501_003335_036485,failed,,credit_card_offer,client_012625,interested,196,True,RU-MOW
call_20260501_003338_032340,answered,,deposit_offer,client_007612,opted_out,598,True,DE-HE
call_20260501_003355_007189,answered,,insurance_offer,client_029344,not_interested,197,False,RU-MOW
call_20260501_003505_028994,busy,,deposit_offer,client_016088,not_interested,17,True,DE-BW
call_20260501_003514_055887,busy,,credit_card_offer,client_002232,opted_out,251,True,RU-MOW
call_20260501_003517_035613,failed,,insurance_offer,client_005937,not_interested,254,False,RU-KR
call_20260501_003530_023131,no_answer,,insurance_offer,client_035158,opted_out,384,True,RU-MOW
call_20260501_003548_042163,failed,,deposit_offer,client_047685,not_interested,313,True,DE-BE
call_20260501_003555_059609,answered,,deposit_offer,client_026993,callback_requested,192,True,DE-NW
call_20260501_003632_047127,no_answer,,insurance_offer,client_008576,callback_requested,161,True,RU-KR
call_20260501_003641_036010,answered,,loan_offer,client_036806,callback_requested,534,True,RU-MOW
call_20260501_003658_047870,failed,,insurance_offer,client_005923,callback_requested,543,False,DE-HE
call_20260501_003719_066706,no_answer,,loan_offer,client_028711,not_interested,375,False,RU-KR
call_20260501_003752_083816,no_answer,,credit_card_offer,client_006543,interested,212,True,RU-NGR
call_20260501_003815_010285,answered,,credit_card_offer,client_039543,not_interested,106,False,DE-NW
call_20260501_003850_076976,no_answer,,insurance_offer,client_010253,interested,174,True,RU-TA
call_20260501_003913_007589,failed,,credit_card_offer,client_046254,interested,517,False,RU-MOW
call_20260501_003939_027301,no_answer,,deposit_offer,client_018575,callback_requested,24,True,DE-HE
call_20260501_003948_005716,busy,,deposit_offer,client_013270,interested,256,False,DE-BY
call_20260501_004012_036557,answered,,insurance_offer,client_017431,interested,138,True,RU-NGR
call_20260501_004021_027023,failed,,deposit_offer,client_030311,interested,101,False,DE-HE
call_20260501_004025_030589,busy,,loan_offer,client_049390,not_interested,216,False,DE-HE
call_20260501_004033_054957,busy,,deposit_offer,client_014926,not_interested,600,False,DE-NW
call_20260501_004127_069737,answered,,deposit_offer,client_006063,interested,130,False,RU-KR
call_20260501_004140_085407,no_answer,,deposit_offer,client_013060,opted_out,592,False,RU-MOW
call_20260501_004203_005341,busy,,credit_card_offer,client_029219,opted_out,363,False,RU-NGR
call_20260501_004234_050369,failed,,deposit_offer,client_016278,opted_out,497,False,RU-MOW
call_20260501_004530_086713,answered,,loan_offer,client_016415,not_interested,93,True,RU-MOW
call_20260501_004629_002733,answered,,insurance_offer,client_035152,opted_out,10,True,DE-BW
call_20260501_004802_013273,no_answer,,insurance_offer,client_001967,opted_out,305,False,RU-KR
call_20260501_004846_004203,answered,,loan_offer,client_009902,not_interested,126,False,DE-NW
call_20260501_004850_026872,busy,,credit_card_offer,client_041780,not_interested,507,True,RU-SPE
call_20260501_004855_003102,answered,,loan_offer,client_021035,opted_out,215,False,RU-SPE
call_20260501_004857_040621,no_answer,,insurance_offer,client_000397,not_interested,559,True,RU-MOW
call_20260501_004944_081063,no_answer,,insurance_offer,client_023845,not_interested,565,True,RU-NGR
call_20260501_005006_075538,answered,,loan_offer,client_032086,opted_out,78,False,DE-BW
call_20260501_005026_077188,failed,,credit_card_offer,client_013199,interested,175,False,RU-TA
call_20260501_005153_074857,answered,,credit_card_offer,client_042397,callback_requested,282,True,RU-TA
call_20260501_005155_017956,failed,,credit_card_offer,client_021135,opted_out,182,True,RU-KR
call_20260501_005155_029393,no_answer,,insurance_offer,client_037431,opted_out,467,False,DE-HE
call_20260501_005232_061909,failed,,deposit_offer,client_021659,interested,130,True,RU-SPE
call_20260501_005251_090858,busy,,credit_card_offer,client_011830,interested,24,False,RU-MOW
call_20260501_005301_040973,busy,,insurance_offer,client_009970,callback_requested,303,True,RU-MOW
call_20260501_005317_043853,no_answer,,deposit_offer,client_047126,opted_out,553,False,DE-BW
call_20260501_005346_085870,failed,,insurance_offer,client_016008,opted_out,52,False,RU-TA
call_20260501_005406_013615,failed,,insurance_offer,client_030714,opted_out,131,True,DE-NW
call_20260501_005428_089763,failed,,insurance_offer,client_049167,interested,78,True,RU-NGR
call_20260501_005504_041371,busy,,deposit_offer,client_049868,interested,161,False,RU-MOW
call_20260501_005547_065669,failed,,deposit_offer,client_046481,not_interested,228,True,DE-NW
call_20260501_005548_070423,no_answer,,loan_offer,client_022354,interested,340,False,DE-BE
call_20260501_005600_021112,failed,,credit_card_offer,client_034685,opted_out,159,False,RU-KR
call_20260501_005604_000957,answered,,loan_offer,client_003283,opted_out,118,False,RU-NGR
call_20260501_005609_049998,answered,,credit_card_offer,client_015913,not_interested,424,True,RU-TA
call_20260501_005712_047882,busy,,deposit_offer,client_026204,opted_out,348,True,RU-KR
call_20260501_005727_082277,busy,,deposit_offer,client_003707,not_interested,156,True,DE-HE
call_20260501_005750_036136,busy,,insurance_offer,client_026613,not_interested,30,False,RU-SPE
call_20260501_005831_015442,no_answer,,credit_card_offer,client_021375,not_interested,560,False,RU-SPE
call_20260501_005904_020941,failed,,credit_card_offer,client_039299,callback_requested,92,False,RU-SPE
call_20260501_005912_095947,busy,,deposit_offer,client_012633,callback_requested,407,True,DE-BW
call_20260501_005928_032488,busy,,deposit_offer,client_005840,callback_requested,378,False,RU-MOW
call_20260501_005932_069032,answered,,insurance_offer,client_008176,not_interested,11,False,DE-BY
call_20260501_005942_079435,failed,,insurance_offer,client_039550,opted_out,177,True,DE-BY
call_20260501_005958_068641,no_answer,,credit_card_offer,client_044670,not_interested,505,False,RU-TA
call_20260501_010004_003763,busy,,credit_card_offer,client_017564,opted_out,553,False,RU-KR
call_20260501_010106_041337,answered,,insurance_offer,client_028473,opted_out,586,True,DE-BY
call_20260501_010122_056537,failed,,loan_offer,client_003818,not_interested,539,False,DE-BE
call_20260501_010140_078923,answered,,insurance_offer,client_000518,callback_requested,530,True,DE-BE
call_20260501_010205_066291,failed,,credit_card_offer,client_004337,not_interested,577,True,DE-BY
call_20260501_010218_048920,answered,,loan_offer,client_039215,interested,574,True,RU-NGR
call_20260501_010248_013808,busy,,credit_card_offer,client_030060,opted_out,91,True,DE-BE
call_20260501_010248_062252,answered,,loan_offer,client_005519,opted_out,187,False,DE-BE
call_20260501_010337_048428,no_answer,,insurance_offer,client_036232,interested,302,True,DE-BY
call_20260501_010340_040636,busy,,loan_offer,client_012600,not_interested,151,False,RU-SPE
call_20260501_010357_045567,failed,,deposit_offer,client_042274,not_interested,270,True,RU-KR
call_20260501_010407_092840,answered,,credit_card_offer,client_002616,opted_out,390,False,RU-KR
call_20260501_010412_079644,no_answer,,credit_card_offer,client_030145,not_interested,163,False,RU-SPE
call_20260501_010413_027109,answered,,loan_offer,client_014265,not_interested,495,True,RU-MOW
call_20260501_010434_047164,no_answer,,deposit_offer,client_021138,not_interested,549,True,DE-BE
call_20260501_010450_030515,no_answer,,loan_offer,client_013954,not_interested,151,False,DE-BE
call_20260501_010457_089496,busy,,deposit_offer,client_012869,opted_out,483,False,RU-NGR
call_20260501_010507_032747,answered,,credit_card_offer,client_022164,callback_requested,563,True,RU-NGR
call_20260501_010551_024201,answered,,loan_offer,client_048709,opted_out,461,True,RU-SPE
call_20260501_010557_051159,no_answer,,deposit_offer,client_020738,callback_requested,365,True,DE-HE
call_20260501_010627_002258,busy,,deposit_offer,client_030408,interested,159,True,RU-TA
call_20260501_010732_009955,failed,,credit_card_offer,client_002251,opted_out,291,True,DE-NW
call_20260501_010807_016436,answered,,loan_offer,client_019431,callback_requested,278,True,RU-TA
call_20260501_010829_000915,no_answer,,insurance_offer,client_014481,not_interested,24,False,RU-MOW
call_20260501_010850_083035,no_answer,,loan_offer,client_038775,interested,417,True,RU-NGR
call_20260501_010906_082478,busy,,credit_card_offer,client_010158,not_interested,348,False,RU-KR
call_20260501_010909_047113,answered,,insurance_offer,client_004002,interested,157,False,DE-BW
call_20260501_010926_045147,answered,,loan_offer,client_042071,interested,578,False,DE-BY
call_20260501_010951_036982,answered,,credit_card_offer,client_035389,not_interested,380,False,DE-BE
call_20260501_011011_050956,busy,,credit_card_offer,client_008693,opted_out,396,False,RU-MOW
call_20260501_011014_016075,busy,,deposit_offer,client_033256,opted_out,545,False,RU-NGR
call_20260501_011036_043521,failed,,insurance_offer,client_032596,opted_out,82,True,DE-NW
call_20260501_011045_049220,answered,,loan_offer,client_002183,not_interested,148,False,RU-KR
call_20260501_011143_041365,failed,,loan_offer,client_018188,opted_out,548,True,DE-BW
call_20260501_011245_078392,failed,,loan_offer,client_046863,opted_out,213,False,RU-SPE
call_20260501_011312_055796,failed,,insurance_offer,client_018583,opted_out,303,True,RU-NGR
call_20260501_011334_037885,failed,,insurance_offer,client_008873,callback_requested,530,True,DE-BE
call_20260501_011452_091618,busy,,insurance_offer,client_031816,interested,342,False,DE-BE
call_20260501_011457_087042,failed,,deposit_offer,client_047702,not_interested,600,False,RU-KR
call_20260501_011531_001255,busy,,insurance_offer,client_018388,callback_requested,590,True,DE-NW
call_20260501_011532_072564,no_answer,,credit_card_offer,client_008271,interested,171,True,DE-HE
call_20260501_011618_077260,no_answer,,loan_offer,client_009418,interested,378,True,DE-BE
call_20260501_011626_020125,no_answer,,loan_offer,client_041834,opted_out,548,False,RU-MOW
call_20260501_011654_049697,no_answer,,loan_offer,client_007135,not_interested,346,False,DE-HE
call_20260501_011742_017133,failed,,loan_offer,client_041784,interested,58,True,RU-KR
call_20260501_011801_015827,no_answer,,deposit_offer,client_019065,opted_out,42,False,DE-BW
call_20260501_011814_090710,no_answer,,loan_offer,client_027295,interested,159,True,RU-KR
call_20260501_011845_033763,answered,,credit_card_offer,client_045990,interested,293,False,DE-BW
call_20260501_011857_007792,failed,,deposit_offer,client_022515,interested,398,False,DE-BW
call_20260501_011857_033513,busy,,credit_card_offer,client_041451,not_interested,279,False,RU-TA
call_20260501_011943_002436,failed,,loan_offer,client_014950,not_interested,390,False,DE-BW
call_20260501_012015_082088,failed,,insurance_offer,client_017235,interested,347,False,DE-BW
call_20260501_012031_095953,busy,,insurance_offer,client_019589,interested,138,True,RU-MOW
call_20260501_012044_077048,failed,,loan_offer,client_033620,opted_out,413,False,RU-MOW
call_20260501_012103_082883,no_answer,,credit_card_offer,client_017865,callback_requested,337,True,DE-BE
call_20260501_012120_024038,answered,,deposit_offer,client_028403,interested,416,True,DE-BW
call_20260501_012132_021363,busy,,credit_card_offer,client_001829,opted_out,535,True,RU-MOW
call_20260501_012242_021211,failed,,loan_offer,client_018745,callback_requested,356,True,RU-KR
call_20260501_012329_083667,no_answer,,loan_offer,client_024926,opted_out,576,True,RU-KR
call_20260501_012347_043764,answered,,deposit_offer,client_006711,callback_requested,114,True,DE-BY
call_20260501_012422_040864,failed,,insurance_offer,client_013634,interested,177,True,RU-NGR
call_20260501_012504_083770,no_answer,,loan_offer,client_018635,interested,460,True,DE-NW
call_20260501_012548_006938,failed,,deposit_offer,client_046330,interested,354,False,RU-TA
call_20260501_012551_006561,answered,,deposit_offer,client_025330,interested,448,True,DE-BW
call_20260501_012610_087156,answered,,credit_card_offer,client_033880,interested,567,True,DE-BW
call_20260501_012638_040922,answered,,loan_offer,client_023674,not_interested,15,False,DE-HE
call_20260501_012710_007334,failed,,credit_card_offer,client_017480,callback_requested,556,True,DE-BE
call_20260501_012711_065609,answered,,insurance_offer,client_043717,opted_out,438,False,DE-BW
call_20260501_012802_043262,busy,,deposit_offer,client_048661,interested,151,True,RU-NGR
call_20260501_012825_003947,answered,,deposit_offer,client_024796,opted_out,343,False,DE-BY
call_20260501_012928_051916,busy,,credit_card_offer,client_038931,opted_out,494,True,DE-BW
call_20260501_012946_044113,no_answer,,loan_offer,client_043830,opted_out,171,False,DE-BW
call_20260501_012954_048950,failed,,insurance_offer,client_022611,callback_requested,223,False,RU-MOW
call_20260501_013029_090313,busy,,credit_card_offer,client_016486,callback_requested,243,False,RU-SPE
call_20260501_013041_014046,busy,,deposit_offer,client_011119,interested,414,False,DE-BW
call_20260501_013050_074559,answered,,insurance_offer,client_042518,interested,305,True,DE-HE
call_20260501_013053_031484,answered,,deposit_offer,client_041872,not_interested,323,False,DE-NW
call_20260501_013102_028181,failed,,credit_card_offer,client_022754,interested,84,True,DE-BY
call_20260501_013119_061485,busy,,loan_offer,client_021376,callback_requested,128,True,DE-BW
call_20260501_013141_036612,answered,,insurance_offer,client_031303,opted_out,323,False,DE-BW
call_20260501_013205_088219,no_answer,,insurance_offer,client_027679,interested,372,True,DE-NW
call_20260501_013235_004392,answered,,deposit_offer,client_039791,interested,352,False,DE-NW
call_20260501_013240_057251,busy,,credit_card_offer,client_045677,interested,358,True,DE-BE
call_20260501_013249_078979,failed,,insurance_offer,client_020926,opted_out,176,False,RU-MOW
call_20260501_013253_080501,no_answer,,deposit_offer,client_016473,interested,492,False,DE-HE
call_20260501_013341_035269,answered,,insurance_offer,client_004622,not_interested,221,True,DE-BE
call_20260501_013423_095212,no_answer,,insurance_offer,client_019878,interested,43,True,RU-MOW
call_20260501_013433_031472,failed,,loan_offer,client_048056,interested,555,True,RU-MOW
call_20260501_013433_049986,no_answer,,loan_offer,client_026798,opted_out,591,False,DE-BY
call_20260501_013444_010053,failed,,credit_card_offer,client_038919,callback_requested,460,False,RU-SPE
call_20260501_013504_035146,busy,,deposit_offer,client_034002,interested,384,True,RU-TA
call_20260501_013624_012788,failed,,deposit_offer,client_019349,callback_requested,246,False,DE-BY
call_20260501_013624_020501,failed,,deposit_offer,client_013324,not_interested,390,True,DE-BE
call_20260501_013625_092162,failed,,insurance_offer,client_006472,callback_requested,363,True,RU-KR
call_20260501_013712_026181,no_answer,,loan_offer,client_027839,not_interested,358,True,RU-SPE
call_20260501_013814_012339,failed,,credit_card_offer,client_046527,callback_requested,178,False,RU-MOW
call_20260501_013832_031419,answered,,credit_card_offer,client_036571,opted_out,538,False,RU-MOW
call_20260501_013840_068344,no_answer,,loan_offer,client_018486,not_interested,184,True,DE-BE
call_20260501_013938_023665,busy,,deposit_offer,client_048035,interested,194,False,DE-NW
call_20260501_014001_010976,busy,,credit_card_offer,client_004666,not_interested,113,False,DE-BE
call_20260501_014002_049202,busy,,deposit_offer,client_001977,interested,405,False,DE-BE
call_20260501_014027_061561,no_answer,,loan_offer,client_003517,callback_requested,574,True,DE-BE
call_20260501_014043_091586,answered,,insurance_offer,client_009622,opted_out,143,True,RU-TA
call_20260501_014136_043006,busy,,loan_offer,client_011455,opted_out,87,True,RU-NGR
call_20260501_014152_066472,failed,,deposit_offer,client_032210,callback_requested,395,True,RU-SPE
call_20260501_014158_016295,failed,,credit_card_offer,client_019828,callback_requested,437,True,RU-KR
call_20260501_014201_088002,busy,,loan_offer,client_001695,callback_requested,16,False,RU-SPE
call_20260501_014224_025123,failed,,deposit_offer,client_039757,not_interested,45,False,RU-TA
call_20260501_014324_002445,no_answer,,credit_card_offer,client_013555,not_interested,527,False,RU-NGR
call_20260501_014332_057636,answered,,loan_offer,client_038639,opted_out,225,True,DE-BW
call_20260501_014351_045756,failed,,deposit_offer,client_019510,opted_out,221,True,RU-NGR
call_20260501_014404_084136,busy,,loan_offer,client_022886,interested,214,False,DE-NW
call_20260501_014407_040106,answered,,deposit_offer,client_031281,callback_requested,54,True,RU-TA
call_20260501_014441_074419,no_answer,,deposit_offer,client_005698,not_interested,426,False,RU-MOW
call_20260501_014455_070297,busy,,credit_card_offer,client_015737,not_interested,590,False,DE-HE
call_20260501_014518_075209,failed,,insurance_offer,client_008249,callback_requested,279,False,RU-SPE
call_20260501_014614_059404,failed,,loan_offer,client_047995,callback_requested,306,True,RU-TA
call_20260501_014619_075788,busy,,loan_offer,client_002414,opted_out,111,False,RU-KR
call_20260501_014753_026517,failed,,insurance_offer,client_012518,not_interested,258,True,DE-BE
call_20260501_014757_047149,answered,,loan_offer,client_023585,opted_out,74,False,RU-NGR
call_20260501_014811_054464,no_answer,,deposit_offer,client_000659,callback_requested,146,True,RU-TA
call_20260501_014848_052052,failed,,credit_card_offer,client_043071,callback_requested,199,False,DE-BE
call_20260501_014939_078323,failed,,deposit_offer,client_006614,not_interested,338,False,DE-BW
call_20260501_015020_019080,answered,,insurance_offer,client_024030,opted_out,245,False,DE-BY
call_20260501_015020_080344,busy,,insurance_offer,client_027766,callback_requested,384,True,RU-NGR
call_20260501_015037_022414,busy,,loan_offer,client_029911,opted_out,354,False,DE-BW
call_20260501_015042_010657,no_answer,,insurance_offer,client_007420,callback_requested,176,False,RU-SPE
call_20260501_015056_000632,answered,,loan_offer,client_048674,opted_out,513,False,DE-BE
call_20260501_015106_078549,failed,,loan_offer,client_015587,not_interested,511,True,RU-TA
call_20260501_015114_068194,failed,,deposit_offer,client_036899,interested,126,True,RU-NGR
call_20260501_015224_013825,failed,,loan_offer,client_002316,not_interested,484,True,RU-MOW
call_20260501_015247_057932,busy,,deposit_offer,client_020143,callback_requested,176,False,RU-KR
call_20260501_015303_016412,busy,,credit_card_offer,client_006399,callback_requested,370,False,DE-BY
call_20260501_015408_045351,busy,,loan_offer,client_028430,opted_out,332,True,RU-MOW
call_20260501_015411_062930,no_answer,,deposit_offer,client_029119,not_interested,590,False,RU-MOW
call_20260501_015548_049747,busy,,insurance_offer,client_030561,opted_out,575,True,DE-NW
call_20260501_015601_059307,busy,,credit_card_offer,client_030812,opted_out,356,False,DE-BE
call_20260501_015638_078991,no_answer,,deposit_offer,client_046770,callback_requested,416,False,RU-KR
call_20260501_015650_055322,busy,,insurance_offer,client_021080,opted_out,110,False,RU-MOW
call_20260501_015821_019606,answered,,loan_offer,client_030085,opted_out,509,True,DE-NW
call_20260501_015826_033061,failed,,insurance_offer,client_026708,callback_requested,487,False,RU-MOW
call_20260501_015832_031314,no_answer,,loan_offer,client_011988,callback_requested,16,True,RU-NGR
call_20260501_015851_025577,answered,,insurance_offer,client_006594,interested,428,False,RU-NGR
call_20260501_015912_081435,failed,,credit_card_offer,client_001665,opted_out,544,True,RU-TA
call_20260501_015922_049550,answered,,insurance_offer,client_008690,callback_requested,567,False,RU-NGR
call_20260501_015951_044367,answered,,credit_card_offer,client_022312,interested,504,True,RU-NGR
call_20260501_020031_048333,no_answer,,loan_offer,client_022930,not_interested,568,True,DE-HE
call_20260501_020152_011026,failed,,loan_offer,client_041442,callback_requested,110,False,RU-MOW
call_20260501_020212_055779,no_answer,,credit_card_offer,client_009561,not_interested,400,False,DE-HE
call_20260501_020216_036101,failed,,loan_offer,client_002474,interested,421,True,RU-KR
call_20260501_020227_002439,busy,,credit_card_offer,client_006053,interested,394,True,RU-KR
call_20260501_020418_080700,answered,,insurance_offer,client_012579,interested,177,True,DE-NW
call_20260501_020427_002282,answered,,credit_card_offer,client_022608,not_interested,286,True,RU-KR
call_20260501_020449_003271,failed,,credit_card_offer,client_011576,opted_out,508,True,DE-BE
call_20260501_020503_028253,busy,,deposit_offer,client_027027,not_interested,121,False,DE-BW
call_20260501_020503_041230,failed,,deposit_offer,client_043090,callback_requested,119,False,DE-BE
call_20260501_020504_030244,failed,,insurance_offer,client_038208,opted_out,592,False,DE-BW
call_20260501_020600_008502,failed,,deposit_offer,client_025379,callback_requested,509,True,RU-KR
call_20260501_020627_092631,answered,,insurance_offer,client_035895,not_interested,163,False,DE-HE
call_20260501_020657_068933,busy,,deposit_offer,client_044509,interested,64,True,RU-MOW
call_20260501_020659_079135,no_answer,,credit_card_offer,client_025680,callback_requested,588,False,DE-BE
call_20260501_020702_080168,failed,,loan_offer,client_025517,opted_out,196,False,DE-BW
call_20260501_020712_064598,answered,,loan_offer,client_038823,opted_out,296,False,DE-BY
call_20260501_020723_041283,busy,,insurance_offer,client_020917,not_interested,84,False,DE-BE
call_20260501_020740_081038,answered,,loan_offer,client_048584,opted_out,391,False,RU-TA
call_20260501_020801_016617,answered,,loan_offer,client_022704,interested,478,False,DE-NW
call_20260501_020801_038923,busy,,credit_card_offer,client_009362,not_interested,356,False,DE-HE
call_20260501_020818_078536,busy,,insurance_offer,client_007000,opted_out,390,True,RU-NGR
call_20260501_020821_044824,answered,,insurance_offer,client_008806,not_interested,304,False,RU-KR
call_20260501_020824_038012,answered,,loan_offer,client_032702,not_interested,569,True,DE-NW
call_20260501_020828_076157,answered,,loan_offer,client_034590,interested,17,True,DE-HE
call_20260501_021014_037254,failed,,loan_offer,client_008050,interested,278,False,DE-BY
call_20260501_021019_091882,no_answer,,insurance_offer,client_013460,opted_out,166,False,DE-BW
call_20260501_021053_019397,answered,,loan_offer,client_004249,not_interested,189,True,DE-BW
call_20260501_021147_024015,busy,,insurance_offer,client_009667,opted_out,516,False,RU-TA
call_20260501_021204_023049,no_answer,,deposit_offer,client_032646,callback_requested,154,False,RU-TA
call_20260501_021259_065908,failed,,loan_offer,client_024759,not_interested,466,False,DE-BW
call_20260501_021308_057799,answered,,credit_card_offer,client_025615,not_interested,251,True,DE-BY
call_20260501_021317_009179,failed,,loan_offer,client_020105,not_interested,192,True,DE-BE
call_20260501_021345_029034,busy,,insurance_offer,client_048387,opted_out,541,True,RU-NGR
call_20260501_021407_063135,failed,,credit_card_offer,client_013860,callback_requested,359,False,RU-MOW
call_20260501_021411_017914,no_answer,,loan_offer,client_000161,opted_out,215,True,DE-BW
call_20260501_021415_001383,no_answer,,credit_card_offer,client_049262,interested,292,True,RU-SPE
call_20260501_021439_044889,no_answer,,credit_card_offer,client_017966,interested,300,True,DE-HE
call_20260501_021538_086913,answered,,loan_offer,client_031051,not_interested,268,False,RU-TA
call_20260501_021638_049132,answered,,insurance_offer,client_038240,callback_requested,90,False,DE-HE
call_20260501_021717_029882,answered,,insurance_offer,client_003042,callback_requested,438,False,RU-TA
